CountryID,Country,Currency,Measure,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
4,Afghanistan,Afghani,AMA exchange rate,49.93,49.96,50.25,50.33,46.45,46.75,50.92,55.38,57.25,61.14,67.87,68.03,72.08,77.74,76.81,82.53,90.54,82.68
4,Afghanistan,Afghani,IMF based exchange rate,49.93,49.96,50.25,50.33,46.45,46.75,50.92,55.38,57.25,61.14,67.87,68.03,72.08,77.74,76.81,82.53,90.54,82.68
4,Afghanistan,,Population,"25,424,094","25,909,852","26,482,622","27,466,101","28,284,089","29,347,708","30,560,034","31,622,704","32,792,523","33,831,764","34,700,612","35,688,935","36,743,039","37,856,121","39,068,979","40,000,412","40,578,842","41,454,761"
8,Albania,Lek,AMA exchange rate,98.10,90.43,83.89,94.98,103.94,100.90,108.18,105.67,105.48,125.96,124.14,119.10,107.99,109.85,108.65,103.52,113.04,100.65
8,Albania,Lek,IMF based exchange rate,98.10,90.43,83.89,94.98,103.94,100.90,108.18,105.67,105.48,125.96,124.14,119.10,107.99,109.85,108.65,103.52,113.04,100.65
8,Albania,,Population,"3,050,809","3,022,887","2,992,930","2,961,479","2,928,722","2,911,504","2,910,004","2,907,573","2,903,749","2,898,632","2,897,867","2,898,242","2,894,231","2,885,010","2,871,954","2,849,635","2,827,608","2,811,655"
12,Algeria,Algerian Dinar,AMA exchange rate,72.65,69.29,64.58,72.65,74.39,72.94,77.54,79.37,80.58,100.69,109.44,110.97,116.59,119.35,126.78,135.06,141.99,135.84
12,Algeria,Algerian Dinar,IMF based exchange rate,72.65,69.29,64.58,72.65,74.39,72.94,77.54,79.37,80.58,100.69,109.44,110.97,116.59,119.35,126.78,135.06,141.99,135.84
12,Algeria,,Population,"33,623,506","34,189,416","34,816,961","35,490,445","36,188,236","36,903,376","37,646,166","38,414,171","39,205,031","40,019,529","40,850,721","41,689,299","42,505,035","43,294,546","44,042,091","44,761,099","45,477,389","46,164,219"
20,Andorra,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
20,Andorra,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
20,Andorra,,Population,"79,585","81,877","83,495","83,888","80,706","77,783","76,834","75,194","73,737","72,174","72,181","73,763","75,162","76,474","77,380","78,364","79,705","80,856"
24,Angola,Kwanza,AMA exchange rate,80.37,76.71,75.03,79.33,91.91,93.93,95.47,96.52,98.30,120.06,163.66,165.92,252.86,364.83,578.26,631.44,460.57,685.02
24,Angola,Kwanza,IMF based exchange rate,80.37,76.71,75.03,79.33,91.91,93.93,95.47,96.52,98.30,120.06,163.66,165.92,252.86,364.83,578.26,631.44,460.57,685.02
24,Angola,,Population,"20,015,279","20,778,561","21,578,655","22,414,773","23,294,825","24,218,352","25,177,394","26,165,620","27,160,769","28,157,798","29,183,070","30,234,839","31,297,155","32,375,632","33,451,132","34,532,429","35,635,029","36,749,906"
660,Anguilla,East Caribbean Dollar,AMA exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
660,Anguilla,East Caribbean Dollar,IMF based exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
660,Anguilla,,Population,"12,470","12,676","12,890","13,114","13,345","13,569","13,379","13,252","13,729","14,210","14,320","14,425","14,721","14,823","14,843","14,475","14,180","14,410"
28,Antigua and Barbuda,East Caribbean Dollar,AMA exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
28,Antigua and Barbuda,East Caribbean Dollar,IMF based exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
28,Antigua and Barbuda,,Population,"80,604","81,704","82,912","84,173","85,320","86,332","87,260","88,064","88,765","89,409","89,969","90,468","90,926","91,364","91,846","92,349","92,840","93,316"
32,Argentina,Argentine Peso,AMA exchange rate,3.05,3.10,3.14,3.71,3.90,4.11,4.54,5.46,8.08,9.23,14.76,16.56,28.09,48.15,70.54,94.99,130.62,296.26
32,Argentina,Argentine Peso,IMF based exchange rate,3.05,3.10,3.14,3.71,3.90,4.11,4.54,5.46,8.08,9.23,14.76,16.56,28.09,48.15,70.54,94.99,130.62,296.26
32,Argentina,,Population,"39,622,115","40,016,763","40,424,148","40,854,831","41,288,694","41,730,660","42,161,721","42,582,455","43,024,071","43,477,012","43,900,313","44,288,894","44,654,882","44,973,465","45,191,965","45,312,281","45,407,904","45,538,401"
51,Armenia,Armenian Dram,AMA exchange rate,416.04,342.08,305.97,363.28,373.66,372.50,401.76,409.63,415.92,477.92,480.49,482.72,482.99,480.45,489.01,503.77,435.67,392.48
51,Armenia,Armenian Dram,IMF based exchange rate,416.04,342.08,305.97,363.28,373.66,372.50,401.76,409.63,415.92,477.92,480.49,482.72,482.99,480.45,489.01,503.77,435.67,392.48
51,Armenia,,Population,"2,990,377","2,974,819","2,959,990","2,945,517","2,931,078","2,923,271","2,922,528","2,922,518","2,922,422","2,921,177","2,918,793","2,914,963","2,909,965","2,903,972","2,890,892","2,870,349","2,880,874","2,943,393"
533,Aruba,Aruban Guilder,AMA exchange rate,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
533,Aruba,Aruban Guilder,IMF based exchange rate,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
533,Aruba,,Population,"95,392","96,587","97,805","99,025","100,114","100,981","101,763","102,558","103,373","104,184","104,977","105,731","106,432","107,076","107,400","107,558","107,782","107,939"
36,Australia,Australian Dollar,AMA exchange rate,1.33,1.20,1.19,1.28,1.09,0.97,0.97,1.04,1.11,1.33,1.35,1.30,1.34,1.44,1.45,1.33,1.44,1.51
36,Australia,Australian Dollar,IMF based exchange rate,1.33,1.20,1.19,1.28,1.09,0.97,0.97,1.04,1.11,1.33,1.35,1.30,1.34,1.44,1.45,1.33,1.44,1.51
36,Australia,,Population,"20,590,559","20,954,549","21,370,589","21,783,011","22,141,581","22,479,775","22,852,644","23,236,270","23,595,601","23,948,002","24,329,963","24,731,038","25,119,706","25,482,714","25,743,791","25,956,417","26,200,984","26,451,124"
40,Austria,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
40,Austria,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
40,Austria,,Population,"8,269,898","8,296,952","8,323,253","8,345,066","8,365,092","8,393,270","8,431,601","8,481,406","8,547,817","8,644,039","8,737,915","8,798,778","8,841,650","8,880,876","8,921,405","8,967,057","9,064,677","9,130,429"
31,Azerbaijan,Azerbaijanian Manat,AMA exchange rate,0.89,0.86,0.82,0.80,0.80,0.79,0.79,0.78,0.78,1.02,1.60,1.72,1.70,1.70,1.70,1.70,1.70,1.70
31,Azerbaijan,Azerbaijanian Manat,IMF based exchange rate,0.89,0.86,0.82,0.80,0.80,0.79,0.79,0.78,0.78,1.02,1.60,1.72,1.70,1.70,1.70,1.70,1.70,1.70
31,Azerbaijan,,Population,"8,711,380","8,828,311","8,942,638","9,046,336","9,146,851","9,256,150","9,376,181","9,504,409","9,631,138","9,752,850","9,868,428","9,968,510","10,039,784","10,110,475","10,181,730","10,234,371","10,295,304","10,318,207"
44,Bahamas,Bahamian Dollar,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
44,Bahamas,Bahamian Dollar,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
44,Bahamas,,Population,"348,375","353,334","358,120","362,810","367,478","371,729","375,469","378,953","382,298","385,346","388,055","390,485","392,717","394,675","395,863","396,373","397,538","399,440"
48,Bahrain,Bahraini Dinar,AMA exchange rate,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
48,Bahrain,Bahraini Dinar,IMF based exchange rate,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
48,Bahrain,,Population,"994,618","1,057,405","1,120,714","1,183,605","1,213,244","1,206,728","1,216,303","1,257,203","1,312,848","1,369,650","1,429,604","1,481,995","1,497,626","1,485,670","1,483,077","1,501,764","1,533,459","1,569,666"
50,Bangladesh,Taka,AMA exchange rate,68.93,68.87,68.60,69.04,69.65,74.15,81.86,78.10,77.64,77.95,78.47,80.44,83.47,84.45,84.87,85.08,91.75,106.31
50,Bangladesh,Taka,IMF based exchange rate,68.93,68.87,68.60,69.04,69.65,74.15,81.86,78.10,77.64,77.95,78.47,80.44,83.47,84.45,84.87,85.08,91.75,106.31
50,Bangladesh,,Population,"146,405,973","147,989,278","149,474,264","150,873,714","152,201,981","153,591,076","155,070,101","156,532,141","157,964,929","159,383,179","160,811,932","162,186,147","163,523,103","164,913,055","166,298,024","167,658,854","169,384,897","171,466,990"
52,Barbados,Barbados Dollar,AMA exchange rate,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
52,Barbados,Barbados Dollar,IMF based exchange rate,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
52,Barbados,,Population,"270,002","271,288","272,714","274,123","275,243","276,139","276,938","277,665","278,348","278,990","279,598","280,171","280,711","281,207","281,698","282,147","282,318","282,336"
112,Belarus,Belarussian Ruble,AMA exchange rate,0.21,0.21,0.21,0.28,0.30,0.50,0.83,0.89,1.02,1.59,1.99,1.93,2.04,2.09,2.44,2.54,2.63,3.01
112,Belarus,Belarussian Ruble,IMF based exchange rate,0.21,0.21,0.21,0.28,0.30,0.50,0.83,0.89,1.02,1.59,1.99,1.93,2.04,2.09,2.44,2.54,2.63,3.01
112,Belarus,,Population,"9,608,036","9,563,133","9,529,358","9,507,337","9,490,752","9,472,735","9,463,076","9,464,453","9,472,708","9,487,293","9,499,064","9,495,790","9,480,031","9,435,419","9,350,944","9,251,365","9,173,237","9,115,680"
56,Belgium,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
56,Belgium,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
56,Belgium,,Population,"10,548,442","10,625,493","10,709,708","10,812,935","10,936,626","11,038,631","11,107,518","11,160,276","11,210,119","11,275,335","11,332,701","11,376,581","11,428,605","11,490,618","11,540,107","11,570,844","11,641,820","11,712,893"
84,Belize,Belize Dollar,AMA exchange rate,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
84,Belize,Belize Dollar,IMF based exchange rate,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
84,Belize,,Population,"287,878","296,100","304,361","312,614","320,245","327,298","334,414","341,627","348,923","356,333","364,705","373,202","380,226","385,829","390,812","395,346","402,733","411,106"
204,Benin,CFA Franc BCEAO,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.95,574.29,554.61,622.91,606.65
204,Benin,CFA Franc BCEAO,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.95,574.29,554.61,622.91,606.65
204,Benin,,Population,"8,693,242","8,953,969","9,228,466","9,509,423","9,797,484","10,093,623","10,397,657","10,708,834","11,030,004","11,360,681","11,697,842","12,039,780","12,383,347","12,726,755","13,070,169","13,413,417","13,759,501","14,111,034"
60,Bermuda,Bermudian Dollar,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
60,Bermuda,Bermudian Dollar,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
60,Bermuda,,Population,"62,834","63,010","63,300","63,565","63,725","63,733","63,646","63,574","63,529","63,464","63,449","63,578","63,831","64,107","64,382","64,648","64,749","64,698"
64,Bhutan,Ngultrum,AMA exchange rate,45.31,41.35,43.51,48.41,45.73,46.67,53.44,58.60,61.03,64.15,67.20,65.12,68.39,70.42,74.10,73.92,78.60,82.60
64,Bhutan,Ngultrum,IMF based exchange rate,45.31,41.35,43.51,48.41,45.73,46.67,53.44,58.60,61.03,64.15,67.20,65.12,68.39,70.42,74.10,73.92,78.60,82.60
64,Bhutan,,Population,"670,799","678,641","686,351","693,988","701,632","709,377","717,279","725,273","733,139","740,618","747,866","754,335","759,759","764,824","770,006","775,442","780,914","786,385"
68,Bolivia (Plurinational State of),Boliviano,AMA exchange rate,8.01,7.85,7.24,7.02,7.02,6.94,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
68,Bolivia (Plurinational State of),Boliviano,IMF based exchange rate,8.01,7.85,7.24,7.02,7.02,6.94,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
68,Bolivia (Plurinational State of),,Population,"9,521,689","9,685,960","9,850,858","10,016,275","10,182,345","10,348,929","10,515,807","10,682,608","10,848,888","11,014,705","11,180,020","11,344,587","11,508,368","11,671,386","11,816,299","11,937,360","12,077,154","12,244,159"
70,Bosnia and Herzegovina,Convertible Marks,AMA exchange rate,1.56,1.43,1.34,1.41,1.48,1.41,1.52,1.47,1.47,1.76,1.77,1.74,1.66,1.75,1.72,1.65,1.86,1.81
70,Bosnia and Herzegovina,Convertible Marks,IMF based exchange rate,1.56,1.43,1.34,1.41,1.48,1.41,1.52,1.47,1.47,1.76,1.77,1.74,1.66,1.75,1.72,1.65,1.86,1.81
70,Bosnia and Herzegovina,,Population,"4,063,272","4,013,424","3,947,544","3,879,794","3,811,472","3,741,798","3,670,113","3,610,859","3,564,829","3,518,541","3,473,003","3,428,682","3,387,000","3,345,533","3,299,349","3,244,907","3,204,802","3,185,073"
72,Botswana,Pula,AMA exchange rate,5.83,6.14,6.83,7.16,6.79,6.84,7.64,8.40,8.98,10.13,10.90,10.35,10.20,10.76,11.46,11.09,12.37,13.60
72,Botswana,Pula,IMF based exchange rate,5.83,6.14,6.83,7.16,6.79,6.84,7.64,8.40,8.98,10.13,10.90,10.35,10.20,10.76,11.46,11.09,12.37,13.60
72,Botswana,,Population,"1,874,516","1,911,201","1,949,970","1,990,673","2,033,111","2,073,535","2,108,617","2,140,682","2,172,044","2,203,273","2,234,776","2,266,747","2,299,141","2,332,083","2,365,894","2,401,441","2,439,892","2,480,244"
76,Brazil,Brazilian Real,AMA exchange rate,2.18,1.95,1.83,2.00,1.76,1.67,1.95,2.16,2.35,3.33,3.49,3.19,3.65,3.94,5.16,5.39,5.16,4.99
76,Brazil,Brazilian Real,IMF based exchange rate,2.18,1.95,1.83,2.00,1.76,1.67,1.95,2.16,2.35,3.33,3.49,3.19,3.65,3.94,5.16,5.39,5.16,4.99
76,Brazil,,Population,"186,653,106","188,552,320","190,367,302","192,079,951","193,701,929","195,284,734","196,876,111","198,478,299","200,085,127","201,675,532","203,218,114","204,703,445","206,107,261","207,455,459","208,660,842","209,550,294","210,306,415","211,140,729"
92,British Virgin Islands,US Dollar,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
92,British Virgin Islands,US Dollar,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
92,British Virgin Islands,,Population,"24,493","25,366","26,288","27,218","27,675","28,710","30,345","31,703","32,962","34,498","33,878","32,699","34,657","36,395","37,135","37,809","38,319","38,985"
96,Brunei Darussalam,Brunei Dollar,AMA exchange rate,1.59,1.51,1.42,1.45,1.36,1.26,1.25,1.25,1.27,1.37,1.38,1.38,1.35,1.36,1.38,1.34,1.38,1.34
96,Brunei Darussalam,Brunei Dollar,IMF based exchange rate,1.59,1.51,1.42,1.45,1.36,1.26,1.25,1.25,1.27,1.37,1.38,1.38,1.35,1.36,1.38,1.34,1.38,1.34
96,Brunei Darussalam,,Population,"364,663","370,873","377,793","384,952","392,332","399,389","405,557","411,202","416,750","422,212","427,564","432,772","437,810","442,680","447,404","451,721","455,370","458,949"
100,Bulgaria,Bulgarian Lev,AMA exchange rate,1.56,1.43,1.34,1.41,1.48,1.41,1.52,1.47,1.47,1.76,1.77,1.74,1.66,1.75,1.72,1.65,1.86,1.81
100,Bulgaria,Bulgarian Lev,IMF based exchange rate,1.56,1.43,1.34,1.41,1.48,1.41,1.52,1.47,1.47,1.76,1.77,1.74,1.66,1.75,1.72,1.65,1.86,1.81
100,Bulgaria,,Population,"7,640,294","7,586,888","7,535,592","7,488,011","7,437,599","7,380,025","7,317,014","7,264,600","7,223,449","7,177,517","7,127,434","7,075,636","7,024,745","6,975,469","6,933,652","6,877,225","6,825,864","6,795,803"
854,Burkina Faso,CFA Franc BCEAO,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
854,Burkina Faso,CFA Franc BCEAO,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
854,Burkina Faso,,Population,"14,373,707","14,816,307","15,258,093","15,710,066","16,176,498","16,661,908","17,172,287","17,695,409","18,229,461","18,777,487","19,334,856","19,894,407","20,438,288","20,961,952","21,478,690","21,995,243","22,509,038","23,025,776"
108,Burundi,Burundi Franc,AMA exchange rate,"1,028.68","1,081.87","1,185.69","1,230.18","1,230.75","1,261.07","1,442.51","1,555.09","1,546.69","1,571.90","1,654.63","1,729.06","1,782.88","1,845.62","1,915.05","1,975.95","2,034.31","2,574.05"
108,Burundi,Burundi Franc,IMF based exchange rate,"1,028.68","1,081.87","1,185.69","1,230.18","1,230.75","1,261.07","1,442.51","1,555.09","1,546.69","1,571.90","1,654.63","1,729.06","1,782.88","1,845.62","1,915.05","1,975.95","2,034.31","2,574.05"
108,Burundi,,Population,"7,865,547","8,161,874","8,505,637","8,947,646","9,376,444","9,717,978","10,071,028","10,439,341","10,799,785","11,047,580","11,239,451","11,506,762","11,859,446","12,255,336","12,617,036","12,965,481","13,321,097","13,689,450"
132,Cabo Verde,Cabo Verde Escudo,AMA exchange rate,87.93,80.62,75.34,80.04,83.28,79.28,86.32,83.07,83.03,99.39,99.69,97.81,93.41,98.50,96.80,93.22,104.86,101.80
132,Cabo Verde,Cabo Verde Escudo,IMF based exchange rate,87.93,80.62,75.34,80.04,83.28,79.28,86.32,83.07,83.03,99.39,99.69,97.81,93.41,98.50,96.80,93.22,104.86,101.80
132,Cabo Verde,,Population,"490,728","496,190","501,355","506,141","509,784","511,447","511,955","512,225","512,326","512,394","512,554","512,893","513,415","514,104","514,679","516,649","519,741","522,331"
116,Cambodia,Riel,AMA exchange rate,"4,103.25","4,056.17","4,054.17","4,139.33","4,184.92","4,058.50","4,033.00","4,027.25","4,037.50","4,067.75","4,058.69","4,050.58","4,051.17","4,061.15","4,092.78","4,098.72","4,102.04","4,110.65"
116,Cambodia,Riel,IMF based exchange rate,"4,103.25","4,056.17","4,054.17","4,139.33","4,184.92","4,058.50","4,033.00","4,027.25","4,037.50","4,067.75","4,058.69","4,050.58","4,051.17","4,061.15","4,092.78","4,098.72","4,102.04","4,110.65"
116,Cambodia,,Population,"13,639,028","13,841,770","14,053,479","14,276,810","14,500,726","14,722,584","14,945,085","15,170,208","15,396,772","15,623,251","15,852,803","16,073,372","16,274,522","16,481,304","16,725,474","16,974,305","17,201,724","17,423,880"
120,Cameroon,CFA Franc BEAC,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
120,Cameroon,CFA Franc BEAC,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
120,Cameroon,,Population,"17,550,407","18,049,896","18,574,056","19,113,974","19,668,066","20,232,304","20,809,529","21,402,376","22,059,893","22,763,414","23,454,161","24,128,601","24,806,383","25,506,095","26,210,558","26,915,758","27,632,771","28,372,687"
124,Canada,Canadian Dollar,AMA exchange rate,1.13,1.07,1.07,1.14,1.03,0.99,1.00,1.03,1.10,1.28,1.33,1.30,1.30,1.33,1.34,1.25,1.30,1.35
124,Canada,Canadian Dollar,IMF based exchange rate,1.13,1.07,1.07,1.14,1.03,0.99,1.00,1.03,1.10,1.28,1.33,1.30,1.30,1.33,1.34,1.25,1.30,1.35
124,Canada,,Population,"32,759,171","33,092,171","33,449,085","33,826,370","34,196,899","34,555,452","34,922,516","35,293,433","35,634,264","35,962,234","36,353,343","36,808,497","37,295,005","37,782,935","38,171,902","38,454,057","38,821,259","39,299,105"
136,Cayman Islands,Cayman Islands Dollar,AMA exchange rate,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
136,Cayman Islands,Cayman Islands Dollar,IMF based exchange rate,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
136,Cayman Islands,,Population,"48,232","49,687","51,151","52,618","54,099","55,606","57,136","58,655","60,160","61,642","63,100","64,535","65,941","67,327","68,684","70,108","71,591","73,038"
140,Central African Republic,CFA Franc BEAC,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
140,Central African Republic,CFA Franc BEAC,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
140,Central African Republic,,Population,"4,377,579","4,462,770","4,558,984","4,529,047","4,492,995","4,565,021","4,610,848","4,642,419","4,623,182","4,629,320","4,713,663","4,793,511","4,878,657","4,944,703","5,026,628","5,112,100","5,098,039","5,152,421"
148,Chad,CFA Franc BEAC,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
148,Chad,CFA Franc BEAC,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
148,Chad,,Population,"10,706,424","11,081,660","11,476,296","11,893,754","12,312,575","12,754,997","13,210,998","13,691,079","14,188,678","14,647,621","15,114,655","15,622,759","16,156,531","16,685,223","17,224,679","17,828,273","18,455,316","19,319,064"
152,Chile,Chilean Peso,AMA exchange rate,530.28,522.46,522.46,560.86,510.25,483.67,486.47,495.27,570.35,654.12,676.96,648.83,641.28,702.90,792.73,758.96,873.31,840.07
152,Chile,Chilean Peso,IMF based exchange rate,530.28,522.46,522.46,560.86,510.25,483.67,486.47,495.27,570.35,654.12,676.96,648.83,641.28,702.90,792.73,758.96,873.31,840.07
152,Chile,,Population,"16,509,195","16,671,581","16,838,988","17,009,731","17,181,464","17,351,816","17,519,119","17,687,006","17,864,195","18,047,625","18,267,221","18,558,868","18,893,191","19,197,744","19,370,624","19,456,334","19,553,036","19,658,835"
156,China,Yuan Renminbi,AMA exchange rate,7.97,7.61,6.95,6.83,6.77,6.46,6.31,6.20,6.14,6.23,6.64,6.76,6.62,6.91,6.90,6.45,6.74,7.08
156,China,Yuan Renminbi,IMF based exchange rate,7.97,7.61,6.95,6.83,6.77,6.46,6.31,6.20,6.14,6.23,6.64,6.76,6.62,6.91,6.90,6.45,6.74,7.08
156,China,,Population,"1,318,054,036","1,325,813,582","1,333,821,016","1,342,522,716","1,351,561,514","1,360,250,664","1,369,520,864","1,379,008,040","1,387,951,972","1,396,134,174","1,404,052,632","1,412,354,727","1,419,008,956","1,423,520,357","1,426,106,093","1,426,437,267","1,425,179,569","1,422,584,933"
344,"China, Hong Kong SAR",Hong Kong Dollar,AMA exchange rate,7.77,7.80,7.79,7.75,7.77,7.78,7.76,7.76,7.75,7.75,7.76,7.79,7.84,7.84,7.76,7.77,7.83,7.83
344,"China, Hong Kong SAR",Hong Kong Dollar,IMF based exchange rate,7.77,7.80,7.79,7.75,7.77,7.78,7.76,7.76,7.75,7.75,7.76,7.79,7.84,7.84,7.76,7.77,7.83,7.83
344,"China, Hong Kong SAR",,Population,"6,931,090","6,971,345","7,020,689","7,064,467","7,101,617","7,142,970","7,201,061","7,264,335","7,319,501","7,366,409","7,408,010","7,444,891","7,471,194","7,485,813","7,490,235","7,484,601","7,465,915","7,442,734"
446,"China, Macao SAR",Pataca,AMA exchange rate,8.00,8.04,8.02,7.98,8.00,8.02,7.99,7.99,7.99,7.98,8.00,8.03,8.07,8.07,7.99,8.01,8.07,8.06
446,"China, Macao SAR",Pataca,IMF based exchange rate,8.00,8.04,8.02,7.98,8.00,8.02,7.99,7.99,7.99,7.98,8.00,8.03,8.07,8.07,7.99,8.01,8.07,8.06
446,"China, Macao SAR",,Population,"508,747","522,275","535,930","549,483","562,806","575,633","587,446","598,743","610,304","622,179","634,312","646,554","658,772","670,974","683,067","694,402","704,356","713,912"
170,Colombia,Colombian Peso,AMA exchange rate,"2,358.59","2,077.81","1,965.14","2,157.60","1,899.00","1,848.02","1,798.01","1,868.90","2,001.11","2,741.78","3,055.26","2,951.49","2,955.70","3,281.62","3,693.28","3,744.24","4,256.19","4,325.96"
170,Colombia,Colombian Peso,IMF based exchange rate,"2,358.59","2,077.81","1,965.14","2,157.60","1,899.00","1,848.02","1,798.01","1,868.90","2,001.11","2,741.78","3,055.26","2,951.49","2,955.70","3,281.62","3,693.28","3,744.24","4,256.19","4,325.96"
170,Colombia,,Population,"42,691,084","43,235,374","43,758,808","44,271,541","44,777,319","45,259,614","45,715,810","46,151,584","46,565,429","46,969,940","47,437,512","48,131,078","49,024,465","49,907,985","50,629,997","51,188,173","51,737,944","52,321,152"
174,Comoros,Comoro Franc,AMA exchange rate,391.82,358.98,334.50,352.72,371.10,353.44,382.92,370.42,370.32,443.41,444.45,435.49,416.58,439.46,430.72,415.96,467.18,454.99
