CountryID,Country,Currency,Measure,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
352,Iceland,,Population,"303,874","311,651","317,514","318,612","318,158","319,137","320,841","323,885","327,512","330,952","335,574","343,531","352,854","360,700","366,614","372,644","380,356","387,558"
356,India,Indian Rupee,AMA exchange rate,45.31,41.35,43.51,48.41,45.73,46.67,53.44,58.60,61.03,64.15,67.20,65.12,68.39,70.42,74.10,73.92,78.60,82.60
356,India,Indian Rupee,IMF based exchange rate,45.31,41.35,43.51,48.41,45.73,46.67,53.44,58.60,61.03,64.15,67.20,65.12,68.39,70.42,74.10,73.92,78.60,82.60
356,India,,Population,"1,172,878,890","1,190,676,021","1,207,930,964","1,225,524,753","1,243,481,564","1,261,224,954","1,278,674,502","1,295,829,511","1,312,277,191","1,328,024,498","1,343,944,296","1,359,657,400","1,374,659,064","1,389,030,312","1,402,617,695","1,414,203,896","1,425,423,212","1,438,069,596"
360,Indonesia,Rupiah,AMA exchange rate,"9,159.32","9,141.00","9,698.96","10,389.94","9,090.43","8,770.43","9,386.63","10,461.24","11,865.21","13,389.41","13,308.33","13,380.83","14,236.94","14,147.67","14,582.20","14,308.14","14,849.85","15,236.88"
360,Indonesia,Rupiah,IMF based exchange rate,"9,159.32","9,141.00","9,698.96","10,389.94","9,090.43","8,770.43","9,386.63","10,461.24","11,865.21","13,389.41","13,308.33","13,380.83","14,236.94","14,147.67","14,582.20","14,308.14","14,849.85","15,236.88"
360,Indonesia,,Population,"233,951,652","237,062,337","240,157,903","243,220,028","246,305,322","249,470,032","252,698,525","255,852,467","258,877,399","261,799,249","264,627,418","267,346,658","269,951,846","272,489,381","274,814,866","276,758,053","278,830,529","281,190,067"
364,Iran (Islamic Republic of),Iranian Rial,AMA exchange rate,"9,170.94","9,281.15","9,428.53","9,864.30","10,254.18","10,616.31","12,175.55","18,414.45","25,941.66","29,011.49","30,914.85","33,226.30","68,236.45","87,626.17","124,756.13","186,502.28","262,154.55","356,176.76"
364,Iran (Islamic Republic of),Iranian Rial,IMF based exchange rate,"9,170.94","9,281.15","9,428.53","9,864.30","10,254.18","10,616.31","12,175.55","18,414.45","25,941.66","29,011.49","30,914.85","33,226.30","40,864.33","42,000.00","42,000.00","42,000.00","42,000.00","42,000.00"
364,Iran (Islamic Republic of),,Population,"73,392,747","74,602,648","75,514,204","76,457,825","77,420,842","78,383,598","79,370,580","80,414,686","81,502,045","82,619,362","83,812,228","85,026,754","86,117,998","87,051,648","87,723,443","88,455,488","89,524,246","90,608,707"
368,Iraq,Iraqi Dinar,AMA exchange rate,"1,475.00","1,254.57","1,269.91","1,015.74","1,170.00","1,170.00","1,166.17","1,166.00","1,166.00","1,167.33","1,182.00","1,184.00","1,182.75","1,182.00","1,192.00","1,450.00","1,450.00","1,312.50"
368,Iraq,Iraqi Dinar,IMF based exchange rate,"1,467.42","1,254.57","1,193.08","1,170.00","1,170.00","1,170.00","1,166.17","1,166.00","1,166.00","1,167.33","1,182.00","1,184.00","1,182.75","1,182.00","1,192.00","1,450.00","1,450.00","1,312.50"
368,Iraq,,Population,"28,616,515","28,391,607","28,971,036","30,058,206","31,045,366","32,161,424","33,654,842","35,281,989","36,550,059","37,560,535","38,469,627","39,337,353","40,265,624","41,192,171","42,116,605","43,071,211","44,070,551","45,074,049"
372,Ireland,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
372,Ireland,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
372,Ireland,,Population,"4,268,778","4,393,513","4,485,999","4,533,752","4,559,080","4,579,602","4,600,132","4,624,686","4,658,239","4,702,487","4,753,503","4,810,261","4,872,556","4,933,491","4,982,606","5,028,426","5,110,016","5,196,630"
376,Israel,New Israeli Sheqel,AMA exchange rate,4.46,4.11,3.59,3.93,3.74,3.58,3.86,3.61,3.58,3.89,3.84,3.60,3.59,3.56,3.44,3.23,3.36,3.67
376,Israel,New Israeli Sheqel,IMF based exchange rate,4.46,4.11,3.59,3.93,3.74,3.58,3.86,3.61,3.58,3.89,3.84,3.60,3.59,3.56,3.44,3.23,3.36,3.67
376,Israel,,Population,"6,844,032","6,962,455","7,082,620","7,206,096","7,336,735","7,471,023","7,607,780","7,749,379","7,897,179","8,052,908","8,210,005","8,361,797","8,510,067","8,657,474","8,800,376","8,942,924","9,103,151","9,256,314"
380,Italy,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
380,Italy,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
380,Italy,,Population,"58,754,433","59,108,720","59,561,684","59,904,010","60,164,213","60,367,880","60,531,515","60,653,868","60,664,171","60,575,316","60,478,107","60,390,318","60,277,499","60,130,136","59,912,769","59,729,350","59,619,115","59,499,453"
388,Jamaica,Jamaican Dollar,AMA exchange rate,65.74,69.19,72.76,87.89,87.20,85.89,88.75,100.40,110.93,116.97,125.10,127.96,128.87,133.31,142.40,150.79,153.43,154.16
388,Jamaica,Jamaican Dollar,IMF based exchange rate,65.74,69.19,72.76,87.89,87.20,85.89,88.75,100.40,110.93,116.97,125.10,127.96,128.87,133.31,142.40,150.79,153.43,154.16
388,Jamaica,,Population,"2,700,968","2,713,800","2,725,635","2,736,995","2,748,568","2,760,494","2,772,430","2,783,687","2,793,749","2,802,534","2,809,915","2,815,764","2,820,097","2,823,271","2,830,739","2,837,682","2,839,144","2,839,786"
392,Japan,Yen,AMA exchange rate,116.30,117.75,103.36,93.57,87.78,79.81,79.79,97.60,105.94,121.04,108.79,112.17,110.42,109.01,106.77,109.75,131.50,140.49
392,Japan,Yen,IMF based exchange rate,116.30,117.75,103.36,93.57,87.78,79.81,79.79,97.60,105.94,121.04,108.79,112.17,110.42,109.01,106.77,109.75,131.50,140.49
392,Japan,,Population,"127,997,247","128,087,682","128,155,990","128,192,470","128,185,275","128,096,432","127,928,285","127,723,645","127,486,605","127,275,872","127,159,951","127,064,690","126,913,432","126,699,424","126,304,543","125,679,338","124,997,578","124,370,947"
400,Jordan,Jordanian Dinar,AMA exchange rate,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
400,Jordan,Jordanian Dinar,IMF based exchange rate,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
400,Jordan,,Population,"6,427,371","6,827,227","6,989,866","7,141,753","7,297,043","7,480,424","7,587,127","7,991,809","8,791,710","9,544,729","10,006,367","10,234,226","10,462,306","10,671,891","10,865,228","11,066,356","11,256,263","11,439,213"
398,Kazakhstan,Tenge,AMA exchange rate,126.09,122.55,120.30,147.50,147.36,146.62,149.11,152.13,179.19,221.73,342.16,326.00,344.71,382.75,412.95,425.91,460.17,456.17
398,Kazakhstan,Tenge,IMF based exchange rate,126.09,122.55,120.30,147.50,147.36,146.62,149.11,152.13,179.19,221.73,342.16,326.00,344.71,382.75,412.95,425.91,460.17,456.17
398,Kazakhstan,,Population,"16,103,716","16,257,214","16,426,525","16,619,846","16,836,810","17,066,002","17,306,106","17,556,502","17,816,285","18,084,169","18,363,600","18,651,931","18,932,727","19,209,555","19,482,117","19,743,603","20,034,609","20,330,104"
404,Kenya,Kenyan Shilling,AMA exchange rate,72.10,67.32,69.18,77.35,79.23,88.81,84.53,86.12,87.92,98.18,101.50,103.41,101.30,101.99,106.45,109.64,117.87,139.85
404,Kenya,Kenyan Shilling,IMF based exchange rate,72.10,67.32,69.18,77.35,79.23,88.81,84.53,86.12,87.92,98.18,101.50,103.41,101.30,101.99,106.45,109.64,117.87,139.85
404,Kenya,,Population,"36,904,008","38,036,349","39,206,351","40,408,891","41,598,567","42,758,461","43,888,303","44,986,791","46,051,440","47,088,526","48,139,687","49,197,766","50,207,107","51,202,827","52,217,334","53,219,166","54,252,461","55,339,003"
296,Kiribati,Australian Dollar,AMA exchange rate,1.33,1.20,1.19,1.28,1.09,0.97,0.97,1.04,1.11,1.33,1.35,1.30,1.34,1.44,1.45,1.33,1.44,1.51
296,Kiribati,Australian Dollar,IMF based exchange rate,1.33,1.20,1.19,1.28,1.09,0.97,0.97,1.04,1.11,1.33,1.35,1.30,1.34,1.44,1.45,1.33,1.44,1.51
296,Kiribati,,Population,"100,017","102,068","104,222","106,467","108,704","110,647","112,284","113,838","115,326","116,815","118,478","120,275","122,084","123,921","126,099","128,377","130,469","132,530"
412,Kosovo,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
412,Kosovo,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
412,Kosovo,,Population,"1,813,079","1,807,094","1,800,858","1,794,681","1,788,743","1,791,949","1,806,532","1,817,167","1,808,980","1,779,020","1,761,764","1,768,119","1,767,741","1,755,042","1,751,417","1,741,446","1,717,946","1,700,031"
414,Kuwait,Kuwaiti Dinar,AMA exchange rate,0.29,0.28,0.27,0.29,0.29,0.28,0.28,0.28,0.28,0.30,0.30,0.30,0.30,0.30,0.31,0.30,0.31,0.31
414,Kuwait,Kuwaiti Dinar,IMF based exchange rate,0.29,0.28,0.27,0.29,0.29,0.28,0.28,0.28,0.28,0.30,0.30,0.30,0.30,0.30,0.31,0.30,0.31,0.31
414,Kuwait,,Population,"2,364,733","2,507,887","2,651,421","2,795,484","2,943,372","3,132,814","3,337,025","3,507,746","3,665,766","3,834,454","4,003,971","4,154,685","4,323,387","4,442,194","4,400,144","4,360,742","4,589,511","4,838,782"
417,Kyrgyzstan,Som,AMA exchange rate,40.15,37.32,36.57,42.90,45.96,46.14,47.00,48.44,53.65,64.46,69.91,68.87,68.84,69.79,77.35,84.64,84.12,87.86
417,Kyrgyzstan,Som,IMF based exchange rate,40.15,37.32,36.57,42.90,45.96,46.14,47.00,48.44,53.65,64.46,69.91,68.87,68.84,69.79,77.35,84.64,84.12,87.86
417,Kyrgyzstan,,Population,"5,282,453","5,313,368","5,342,520","5,398,007","5,491,761","5,594,535","5,696,519","5,797,289","5,898,319","6,001,882","6,108,462","6,220,150","6,341,732","6,494,035","6,664,140","6,820,479","6,955,788","7,073,516"
418,Lao People's DR,Kip,AMA exchange rate,"10,153.62","9,602.73","8,740.18","8,511.35","8,254.16","8,029.26","8,006.58","7,833.23","8,042.42","8,127.61","8,124.37","8,244.84","8,401.33","8,679.41","9,045.79","9,697.92","14,035.23","17,688.87"
418,Lao People's DR,Kip,IMF based exchange rate,"10,153.62","9,602.73","8,740.18","8,511.35","8,254.16","8,029.26","8,006.58","7,833.23","8,042.42","8,127.61","8,124.37","8,244.84","8,401.33","8,679.41","9,045.79","9,697.92","14,035.23","17,688.87"
418,Lao People's DR,,Population,"5,963,200","6,056,236","6,148,969","6,241,642","6,334,194","6,426,590","6,518,978","6,611,385","6,703,172","6,801,645","6,908,802","7,018,147","7,128,045","7,237,636","7,346,533","7,453,194","7,559,007","7,664,993"
428,Latvia,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.71,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
428,Latvia,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.71,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
428,Latvia,,Population,"2,219,032","2,200,776","2,177,711","2,142,043","2,097,831","2,059,941","2,034,633","2,013,010","1,994,149","1,977,867","1,959,863","1,942,594","1,927,588","1,914,263","1,901,123","1,885,587","1,881,063","1,882,396"
422,Lebanon,Lebanese Pound,AMA exchange rate,"1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","4,189.71","9,953.02","24,542.88","76,127.54"
422,Lebanon,Lebanese Pound,IMF based exchange rate,"1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","1,507.50","76,127.54"
422,Lebanon,,Population,"4,751,136","4,844,118","4,925,354","4,992,287","5,041,288","5,096,020","5,235,742","5,743,436","6,346,990","6,472,469","6,323,060","6,160,128","5,984,119","5,794,594","5,702,398","5,718,122","5,744,489","5,773,493"
426,Lesotho,Loti,AMA exchange rate,6.77,7.05,8.26,8.47,7.32,7.26,8.21,9.66,10.85,12.76,14.71,13.32,13.23,14.45,16.46,14.78,16.36,18.45
426,Lesotho,Loti,IMF based exchange rate,6.77,7.05,8.26,8.47,7.32,7.26,8.21,9.66,10.85,12.76,14.71,13.32,13.23,14.45,16.46,14.78,16.36,18.45
426,Lesotho,,Population,"1,945,063","1,953,268","1,966,541","1,980,883","1,996,251","2,014,009","2,034,354","2,056,504","2,080,089","2,104,611","2,130,422","2,157,110","2,183,603","2,209,405","2,235,727","2,261,542","2,286,110","2,311,472"
430,Liberia,US Dollar,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
430,Liberia,US Dollar,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
430,Liberia,,Population,"3,490,787","3,669,050","3,821,003","3,943,028","4,058,890","4,221,178","4,373,043","4,470,239","4,564,293","4,659,431","4,755,608","4,848,925","4,944,726","5,043,721","5,149,463","5,259,323","5,373,294","5,493,031"
434,Libya,Libyan Dinar,AMA exchange rate,1.31,1.26,1.22,1.25,1.27,1.22,1.26,1.27,1.27,1.38,1.39,1.39,1.36,1.40,1.39,4.51,4.81,4.81
434,Libya,Libyan Dinar,IMF based exchange rate,1.31,1.26,1.22,1.25,1.27,1.22,1.26,1.27,1.27,1.38,1.39,1.39,1.36,1.40,1.39,4.51,4.81,4.81
434,Libya,,Population,"5,980,211","6,104,380","6,235,430","6,366,686","6,497,839","6,343,203","6,179,328","6,304,628","6,427,252","6,531,819","6,632,126","6,738,770","6,849,055","6,951,033","7,045,399","7,135,175","7,223,805","7,305,659"
438,Liechtenstein,Swiss Franc,AMA exchange rate,1.25,1.20,1.08,1.09,1.04,0.89,0.94,0.93,0.92,0.96,0.99,0.98,0.98,0.99,0.94,0.91,0.95,0.90
438,Liechtenstein,Swiss Franc,IMF based exchange rate,1.25,1.20,1.08,1.09,1.04,0.89,0.94,0.93,0.92,0.96,0.99,0.98,0.98,0.99,0.94,0.91,0.95,0.90
438,Liechtenstein,,Population,"34,975","35,226","35,444","35,717","35,999","36,270","36,596","36,910","37,163","37,400","37,615","37,850","38,129","38,440","38,767","39,044","39,317","39,598"
440,Lithuania,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
440,Lithuania,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
440,Lithuania,,Population,"3,269,808","3,231,374","3,198,481","3,163,254","3,097,720","3,028,642","2,988,329","2,958,360","2,933,168","2,905,764","2,869,110","2,829,313","2,802,478","2,795,058","2,795,765","2,794,488","2,816,919","2,854,099"
442,Luxembourg,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
442,Luxembourg,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
442,Luxembourg,,Population,"472,866","480,270","488,990","498,187","507,410","518,584","530,947","543,354","556,279","569,536","583,506","596,495","608,101","620,163","630,597","640,274","653,313","665,098"
450,Madagascar,Malagasy Ariary,AMA exchange rate,"2,142.30","1,873.88","1,708.37","1,956.21","2,089.95","2,025.12","2,194.97","2,206.91","2,414.81","2,933.51","3,176.54","3,116.11","3,334.75","3,618.32","3,787.75","3,829.98","4,096.12","4,429.58"
450,Madagascar,Malagasy Ariary,IMF based exchange rate,"2,142.30","1,873.88","1,708.37","1,956.21","2,089.95","2,025.12","2,194.97","2,206.91","2,414.81","2,933.51","3,176.54","3,116.11","3,334.75","3,618.32","3,787.75","3,829.98","4,096.12","4,429.58"
450,Madagascar,,Population,"19,730,909","20,318,583","20,923,840","21,547,280","22,183,340","22,822,300","23,462,438","24,109,290","24,764,348","25,426,702","26,099,952","26,788,375","27,494,926","28,219,554","28,953,556","29,691,083","30,437,261","31,195,932"
454,Malawi,Kwacha,AMA exchange rate,136.01,139.96,140.52,141.17,150.49,156.52,249.11,364.41,424.90,499.61,718.01,730.27,732.33,745.54,749.53,805.90,949.04,"1,161.09"
454,Malawi,Kwacha,IMF based exchange rate,136.01,139.96,140.52,141.17,150.49,156.52,249.11,364.41,424.90,499.61,718.01,730.27,732.33,745.54,749.53,805.90,949.04,"1,161.09"
454,Malawi,,Population,"13,198,701","13,576,343","13,976,417","14,395,788","14,826,463","15,265,022","15,709,577","16,161,816","16,621,538","17,085,587","17,557,739","18,039,715","18,528,081","19,025,752","19,533,888","20,047,258","20,568,728","21,104,482"
458,Malaysia,Malaysian Ringgit,AMA exchange rate,3.67,3.44,3.34,3.52,3.22,3.06,3.09,3.15,3.27,3.91,4.15,4.30,4.04,4.14,4.20,4.14,4.40,4.56
458,Malaysia,Malaysian Ringgit,IMF based exchange rate,3.67,3.44,3.34,3.52,3.22,3.06,3.09,3.15,3.27,3.91,4.15,4.30,4.04,4.14,4.20,4.14,4.40,4.56
458,Malaysia,,Population,"26,417,909","26,998,389","27,570,059","28,124,778","28,655,776","29,162,039","29,662,831","30,174,265","30,696,137","31,232,798","31,789,685","32,355,644","32,910,967","33,440,596","33,889,558","34,282,399","34,695,493","35,126,298"
462,Maldives,Rufiyaa,AMA exchange rate,12.80,12.80,12.80,12.80,12.80,14.60,15.36,15.37,15.38,15.37,15.37,15.39,15.39,15.38,15.38,15.37,15.39,15.39
462,Maldives,Rufiyaa,IMF based exchange rate,12.80,12.80,12.80,12.80,12.80,14.60,15.36,15.37,15.38,15.37,15.37,15.39,15.39,15.38,15.38,15.37,15.39,15.39
462,Maldives,,Population,"313,851","324,479","336,170","348,275","360,792","373,674","386,818","400,070","413,617","428,154","443,308","458,287","473,099","487,731","502,118","516,154","524,106","525,994"
466,Mali,CFA Franc BCEAO,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
466,Mali,CFA Franc BCEAO,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
466,Mali,,Population,"13,990,139","14,457,775","14,940,782","15,435,539","15,945,198","16,469,049","16,957,033","17,459,615","18,020,267","18,593,022","19,191,289","19,813,011","20,442,030","21,068,405","21,713,836","22,388,630","23,072,640","23,769,127"
470,Malta,Euro,AMA exchange rate,0.79,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
470,Malta,Euro,IMF based exchange rate,0.79,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
470,Malta,,Population,"415,454","417,197","418,969","420,795","422,651","424,628","426,611","428,452","434,485","444,981","455,269","467,902","484,558","504,015","518,207","524,376","528,192","532,956"
584,Marshall Islands,US Dollar,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
584,Marshall Islands,US Dollar,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
584,Marshall Islands,,Population,"51,992","52,035","52,030","52,019","52,044","51,907","51,419","50,681","49,796","48,800","47,709","46,529","45,285","44,007","42,706","41,367","40,077","38,827"
478,Mauritania,Ouguiya,AMA exchange rate,26.86,25.86,23.82,26.24,27.59,28.11,29.66,30.07,30.27,32.47,35.24,35.79,35.68,36.69,37.19,36.06,36.94,36.49
478,Mauritania,Ouguiya,IMF based exchange rate,26.86,25.86,23.82,26.24,27.59,28.11,29.66,30.07,30.27,32.47,35.24,35.79,35.68,36.69,37.19,36.06,36.94,36.49
478,Mauritania,,Population,"3,013,660","3,093,059","3,183,269","3,284,448","3,390,965","3,502,811","3,619,034","3,734,318","3,848,514","3,965,959","4,086,657","4,210,600","4,337,685","4,467,708","4,600,131","4,734,874","4,875,637","5,022,441"
480,Mauritius,Mauritius Rupee,AMA exchange rate,31.71,31.31,28.45,31.96,30.78,28.71,30.05,30.70,30.62,35.06,35.54,34.48,33.93,35.47,39.35,41.69,44.18,45.27
480,Mauritius,Mauritius Rupee,IMF based exchange rate,31.71,31.31,28.45,31.96,30.78,28.71,30.05,30.70,30.62,35.06,35.54,34.48,33.93,35.47,39.35,41.69,44.18,45.27
480,Mauritius,,Population,"1,263,781","1,269,518","1,274,635","1,278,972","1,282,709","1,286,267","1,289,170","1,290,984","1,292,005","1,292,275","1,291,803","1,290,655","1,288,833","1,286,270","1,283,223","1,279,623","1,276,130","1,273,588"
484,Mexico,Mexican Peso,AMA exchange rate,10.90,10.93,11.13,13.51,12.64,12.42,13.17,12.77,13.29,15.85,18.66,18.93,19.24,19.26,21.49,20.27,20.13,17.76
484,Mexico,Mexican Peso,IMF based exchange rate,10.90,10.93,11.13,13.51,12.64,12.42,13.17,12.77,13.29,15.85,18.66,18.93,19.24,19.26,21.49,20.27,20.13,17.76
484,Mexico,,Population,"107,253,666","108,774,360","110,374,288","111,999,721","113,623,895","115,243,504","116,818,208","118,343,573","119,784,261","121,072,306","122,251,351","123,400,057","124,573,711","125,762,982","126,799,054","127,648,148","128,613,117","129,739,759"
583,Micronesia (FS of),US Dollar,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
583,Micronesia (FS of),US Dollar,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
583,Micronesia (FS of),,Population,"110,729","109,880","108,936","107,957","107,540","107,698","107,890","108,121","108,396","108,716","109,075","109,481","109,909","110,282","110,916","111,624","112,114","112,630"
492,Monaco,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
492,Monaco,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
492,Monaco,,Population,"32,057","31,837","31,836","32,364","33,163","33,946","34,711","35,447","36,128","36,757","37,276","37,678","38,154","38,109","38,050","38,527","38,931","38,956"
496,Mongolia,Tugrik,AMA exchange rate,"1,179.70","1,170.40","1,165.80","1,437.80","1,357.06","1,265.52","1,357.58","1,523.93","1,817.94","1,970.31","2,140.29","2,439.78","2,472.48","2,663.54","2,813.29","2,849.29","3,140.68","3,465.74"
496,Mongolia,Tugrik,IMF based exchange rate,"1,179.70","1,170.40","1,165.80","1,437.80","1,357.06","1,265.52","1,357.58","1,523.93","1,817.94","1,970.31","2,140.29","2,439.78","2,472.48","2,663.54","2,813.29","2,849.29","3,140.68","3,465.74"
496,Mongolia,,Population,"2,584,756","2,607,965","2,634,424","2,665,326","2,701,732","2,745,180","2,795,459","2,851,881","2,913,039","2,976,526","3,040,812","3,104,364","3,167,706","3,232,113","3,290,785","3,339,674","3,386,015","3,431,932"
499,Montenegro,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
499,Montenegro,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
499,Montenegro,,Population,"633,871","633,379","632,845","632,438","632,088","632,688","633,540","633,202","631,375","628,145","624,249","620,114","615,795","611,667","607,935","603,851","614,648","633,552"
500,Montserrat,East Caribbean Dollar,AMA exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
500,Montserrat,East Caribbean Dollar,IMF based exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
500,Montserrat,,Population,"4,582","4,623","4,677","4,735","4,794","4,822","4,796","4,753","4,711","4,673","4,638","4,603","4,569","4,540","4,508","4,479","4,453","4,420"
504,Morocco,Moroccan Dirham,AMA exchange rate,8.80,8.19,7.75,8.06,8.42,8.09,8.63,8.41,8.41,9.76,9.81,9.69,9.39,9.62,9.50,8.99,10.16,10.13
504,Morocco,Moroccan Dirham,IMF based exchange rate,8.80,8.19,7.75,8.06,8.42,8.09,8.63,8.41,8.41,9.76,9.81,9.69,9.39,9.62,9.50,8.99,10.16,10.13
504,Morocco,,Population,"30,771,178","31,186,468","31,606,767","32,030,778","32,467,016","32,912,588","33,355,241","33,787,571","34,204,780","34,607,588","35,023,457","35,446,392","35,839,760","36,210,898","36,584,208","36,954,442","37,329,064","37,712,505"
508,Mozambique,Metical,AMA exchange rate,25.40,25.84,24.30,27.52,33.96,29.07,28.37,30.10,31.35,39.98,63.06,63.58,60.33,62.55,69.47,65.47,63.85,63.89
508,Mozambique,Metical,IMF based exchange rate,25.40,25.84,24.30,27.52,33.96,29.07,28.37,30.10,31.35,39.98,63.06,63.58,60.33,62.55,69.47,65.47,63.85,63.89
508,Mozambique,,Population,"20,787,087","21,287,635","21,819,036","22,391,745","22,999,235","23,649,039","24,337,846","25,051,611","25,788,475","26,547,572","27,337,105","28,166,393","29,018,644","29,884,380","30,783,688","31,707,800","32,656,246","33,635,160"
104,Myanmar,Kyat,AMA exchange rate,"1,216.67","1,279.92","1,130.25","1,029.13",959.75,799.95,840.13,933.57,984.35,"1,162.62","1,234.87","1,360.36","1,429.81","1,518.26","1,381.62","1,162.82","1,923.48","2,192.39"
104,Myanmar,Kyat,IMF based exchange rate,5.84,5.62,5.44,5.58,5.63,5.44,640.65,933.57,984.35,"1,162.62","1,234.87","1,360.36","1,429.81","1,518.26","1,381.62","1,162.82","1,923.48","2,192.39"
104,Myanmar,,Population,"47,785,135","48,125,043","48,390,793","48,660,459","49,024,382","49,419,820","49,837,446","50,262,658","50,681,634","51,089,056","51,495,696","51,894,938","52,272,247","52,640,713","53,016,522","53,387,102","53,756,787","54,133,798"
